company_id,company_name,country,eu_member_state,region,sector,subsector,industry,revenue_usd,total_assets_usd,employees,entity_type,listing_status,stock_symbol,fiscal_year,currency,company_size_band,csrd_applicable
608,Kerry Group,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Personal Products,Cosmetics,1212737312.89,1876232830.64,6097,Public,Listed,KERR.IR,2024,EUR,Medium,Yes
609,Cupra,Spain,Spain,Southern Europe,Automotive/Transport,Rail,Rail Operator,104867951.52,256841423.58,425,Private,Unlisted,,2024,EUR,Small,No
610,Deutsche Bahn AG,Germany,Germany,Central Europe,Automotive/Transport,Rail,Rail Operator,297897707.99,690773855.04,1014,Private,Unlisted,,2024,EUR,Medium,Yes
611,GO plc,Malta,Malta,Southern Europe,Telecommunications,Satellite,Satellite Services,892056041.81,2355854774.11,2606,Private,Unlisted,,2024,EUR,Medium,Yes
612,Valmet Oyj,Finland,Finland,Northern Europe,Construction/Industrials,Aerospace & Defense,Defense,920514687.57,1975394189.89,4761,Private,Unlisted,,2024,EUR,Medium,Yes
613,Codorníu Raventós,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,24339359.85,40289172.08,87,Private,Unlisted,,2024,EUR,Small,No
614,C&A Europe,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,12486006145.89,15998249519.6,50231,Public,Listed,CAEU.DE,2024,EUR,Large,Yes
615,Ascopiave,Italy,Italy,Southern Europe,Energy/Utilities,Gas Utilities,Gas Distribution,3566661959.02,14192824762.04,6535,Public,Unlisted,,2024,EUR,Large,Yes
616,Aldi Nord,Germany,Germany,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,1068259112.3,1837155235.65,4349,Public,Listed,ALDI.DE,2024,EUR,Medium,Yes
617,Safran SA,France,France,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,264030392.77,304061408.67,1760,Public,Listed,SAFR.PA,2024,EUR,Medium,Yes
618,Atoss Software,Germany,Germany,Central Europe,Technology,Internet,E-Commerce Platform,2501080367.59,4541522809.38,6487,Public,Listed,ATOS.DE,2024,EUR,Large,Yes
619,dm-drogerie markt,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,17290767.32,24326210.49,131,Private,Unlisted,,2024,EUR,Small,No
620,Applus Services,Spain,Spain,Southern Europe,Technology,Software,Consumer Software,6664847405.61,11155833838.64,12244,Public,Listed,APPL.MC,2024,EUR,Large,Yes
621,Schwarz Gruppe,Germany,Germany,Central Europe,Consumer Goods/Retail,Food Retail,Discount Retail,261982805.08,237227279.45,891,Public,Listed,SCHW.DE,2024,EUR,Medium,Yes
622,Renta 4 Banco,Spain,Spain,Southern Europe,Financial Services,Diversified Financials,Holding Company,2955054878.67,49927875444.58,6112,Public,Listed,RENT.MC,2024,EUR,Large,Yes
623,Agrana Beteiligungs-AG,Austria,Austria,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,8693650643.7,13946940483.42,65648,Public,Listed,AGRA.VI,2024,EUR,Large,Yes
624,Wielton S.A.,Poland,Poland,Central Europe,Automotive/Transport,Airlines,Cargo Airline,247819366.05,481234364.73,1135,Private,Unlisted,,2024,EUR,Medium,Yes
625,Fielmann AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Personal Products,Cosmetics,186180844.77,334365157.88,1528,Private,Unlisted,,2024,EUR,Medium,Yes
626,Virbac SA,France,France,Western Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,754245190.71,1628511584.41,3930,Private,Unlisted,,2024,EUR,Medium,Yes
627,Proximus Group,Belgium,Belgium,Western Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,800794688.4,1383195230.32,3165,Private,Unlisted,,2024,EUR,Medium,Yes
628,Aegon Asset Management,Netherlands,Netherlands,Western Europe,Financial Services,Banking,Investment Banking,45090997683.61,588813200179.22,118190,Public,Listed,AEGO.AS,2024,EUR,Large,Yes
629,Iberia,Spain,Spain,Southern Europe,Automotive/Transport,Logistics,Road Freight,285374528.55,455577967.99,1245,Private,Unlisted,,2024,EUR,Medium,Yes
630,Telecom Italia,Italy,Italy,Southern Europe,Telecommunications,Wireless Telecom,Mobile Operator,5783751550.65,11115012154.43,24789,Public,Listed,TELE.MI,2024,EUR,Large,Yes
631,Farfetch (Portugal ops),Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,42421633423.6,73362387473.26,127412,Public,Listed,FARF.LS,2024,EUR,Large,Yes
632,Glanbia plc,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Food & Beverage,Beverages,25447948.94,41711300.41,133,Private,Unlisted,,2024,EUR,Small,No
633,Corticeira Amorim,Portugal,Portugal,Southern Europe,Manufacturing,Metals & Mining,Non-Ferrous Metals,175121841.92,187656293.08,640,Private,Unlisted,,2024,EUR,Medium,Yes
634,T-Mobile Czech Republic,Czechia,Czechia,Central Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,1093935477.18,3416218983.72,2284,Private,Unlisted,,2024,EUR,Medium,Yes
635,Camper,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,115242622.71,196926944.16,783,Private,Unlisted,,2024,EUR,Small,No
636,Renault SA,France,France,Western Europe,Automotive/Transport,Airport Operator,Airport Operator,817565215.56,1559180484.37,4184,Private,Unlisted,,2024,EUR,Medium,Yes
637,UPM-Kymmene,Finland,Finland,Northern Europe,Manufacturing,Chemicals,Commodity Chemicals,52040606.46,113403265.08,249,Public,Listed,UPMK.HE,2024,EUR,Small,No
638,Mediaset España,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,62164734.64,48669615.48,530,Private,Unlisted,,2024,EUR,Small,No
639,Aedas Homes,Spain,Spain,Southern Europe,Construction/Industrials,Construction,General Contracting,748171901.64,1360940751.53,5094,Private,Unlisted,,2024,EUR,Medium,Yes
640,Asseco Poland,Poland,Poland,Central Europe,Technology,Software,Consumer Software,2840958722.05,4615017007.86,7308,Public,Listed,ASSE.WA,2024,EUR,Large,Yes
641,Valio Oy,Finland,Finland,Northern Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,655908893.56,718208014.62,4185,Public,Listed,VALI.HE,2024,EUR,Medium,Yes
642,Unicaja Banco,Spain,Spain,Southern Europe,Financial Services,Insurance,Reinsurance,602116507.48,6109705594.64,2041,Private,Unlisted,,2024,EUR,Medium,Yes
643,Indel B,Italy,Italy,Southern Europe,Construction/Industrials,Construction,General Contracting,20254171772.54,34873629901.95,110756,Public,Listed,INDE.MI,2024,EUR,Large,Yes
644,Paul Hartmann AG,Germany,Germany,Central Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,9244742045.78,18775436503.46,36170,Public,Listed,PAUL.DE,2024,EUR,Large,Yes
645,Swarovski,Austria,Austria,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,142701507.32,245381254.0,836,Private,Unlisted,,2024,EUR,Small,No
646,Ipsen SA,France,France,Western Europe,Healthcare/Pharma,Medical Devices,Medical Devices,187960343.51,394641616.57,623,Private,Unlisted,,2024,EUR,Medium,Yes
647,Plzeňský Prazdroj,Czechia,Czechia,Central Europe,Consumer Goods/Retail,Household Products,Household Goods,1133863771.58,1752356465.23,4859,Public,Listed,PLZE.PR,2024,EUR,Medium,Yes
648,Folli Follie Group,Greece,Greece,Southern Europe,Consumer Goods/Retail,Media & Entertainment,Media,147471360.25,170639815.12,1066,Private,Unlisted,,2024,EUR,Small,No
649,Veoneer Inc,Sweden,Sweden,Northern Europe,Automotive/Transport,Airport Operator,Airport Operator,22636671.6,33518557.68,120,Private,Unlisted,,2024,EUR,Small,No
650,Telia Lietuva,Lithuania,Lithuania,Northern Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,42733206084.03,104252292922.07,101706,Public,Listed,TELI.EU,2024,EUR,Large,Yes
651,Colonial (Inmobiliaria Colonial),Spain,Spain,Southern Europe,Construction/Industrials,Real Estate,Residential Real Estate,1165452684.35,1402405399.45,5899,Private,Unlisted,,2024,EUR,Medium,Yes
652,Groupe Bel,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,293446993.63,219283638.62,2587,Private,Unlisted,,2024,EUR,Medium,Yes
653,Nordnet AB,Sweden,Sweden,Northern Europe,Financial Services,Banking,Retail Banking,6034446181.33,108456614277.25,18687,Public,Listed,NORD.ST,2024,EUR,Large,Yes
654,Illycaffè,Italy,Italy,Southern Europe,Consumer Goods/Retail,Household Products,Household Goods,363523176.69,368515017.3,1876,Private,Unlisted,,2024,EUR,Medium,Yes
655,Bayer AG,Germany,Germany,Central Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,6188917501.46,14015363719.54,16919,Private,Unlisted,,2024,EUR,Large,Yes
656,Rational AG,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Industrial Machinery,196663149.62,388516682.74,841,Public,Listed,RATI.DE,2024,EUR,Medium,Yes
657,BASF SE,Germany,Germany,Central Europe,Manufacturing,Paper & Packaging,Paper Products,30443904709.38,63534543094.31,67822,Public,Listed,BASF.DE,2024,EUR,Large,Yes
658,Nordex SE,Germany,Germany,Central Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,87553173270.23,289024387175.08,137032,Public,Listed,NORD.DE,2024,EUR,Large,Yes
659,Outokumpu Oyj,Finland,Finland,Northern Europe,Manufacturing,Paper & Packaging,Packaging,302177727.78,611859470.94,1022,Public,Listed,OUTO.HE,2024,EUR,Medium,Yes
660,Pivovary Staropramen,Czechia,Czechia,Central Europe,Consumer Goods/Retail,Media & Entertainment,Media,392252532.14,639602561.78,3231,Public,Listed,PIVO.PR,2024,EUR,Medium,Yes
661,Neinor Homes,Spain,Spain,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,874541155.42,1197694748.47,3888,Private,Unlisted,,2024,EUR,Medium,Yes
662,Brunello Cucinelli S.p.A.,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Supermarkets,245432273.03,199874711.65,956,Private,Unlisted,,2024,EUR,Medium,Yes
663,STEF Group,France,France,Western Europe,Automotive/Transport,Shipping,Container Shipping,514974123.47,827872549.35,2812,Public,Listed,STEF.PA,2024,EUR,Medium,Yes
664,Terna S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Refining & Marketing,Downstream,370239584.42,1441269257.99,577,Public,Listed,TERN.MI,2024,EUR,Medium,Yes
665,Barco NV,Belgium,Belgium,Western Europe,Technology,Internet,E-Commerce Platform,205194896.49,194302888.37,563,Public,Listed,BARC.BR,2024,EUR,Medium,Yes
666,Boskalis Westminster,Netherlands,Netherlands,Western Europe,Construction/Industrials,Construction,General Contracting,19409617104.41,39179715411.26,123954,Public,Listed,BOSK.AS,2024,EUR,Large,Yes
667,Zalando SE,Germany,Germany,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,170485493.1,165427690.55,915,Public,Listed,ZALA.DE,2024,EUR,Medium,Yes
668,Zentiva Group (CZ),Czechia,Czechia,Central Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,303605703.76,314727086.5,1001,Private,Unlisted,,2024,EUR,Medium,Yes
669,Pandora A/S,Denmark,Denmark,Northern Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,1230140367.52,1721913189.93,4718,Private,Unlisted,,2024,EUR,Medium,Yes
670,Meliá Hotels International,Spain,Spain,Southern Europe,Consumer Goods/Retail,Media & Entertainment,Media,344515675.9,366854172.62,1651,Public,Listed,MELI.MC,2024,EUR,Medium,Yes
671,Seb Group,France,France,Western Europe,Consumer Goods/Retail,Personal Products,Cosmetics,730416351.5,617332796.78,4133,Private,Unlisted,,2024,EUR,Medium,Yes
672,Raiffeisen Bank International,Austria,Austria,Central Europe,Financial Services,Banking,Investment Banking,86706763.08,1401493137.66,345,Private,Unlisted,,2024,EUR,Small,No
673,Stock Plzeň-Božkov,Czechia,Czechia,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,462350652.91,667374794.03,1551,Public,Listed,STOC.PR,2024,EUR,Medium,Yes
674,Loewe (LVMH),Spain,Spain,Southern Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,41214076.87,61530946.38,127,Private,Unlisted,,2024,EUR,Small,No
675,Tauron Polska Energia,Poland,Poland,Central Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,17908947902.71,33942277905.35,15882,Public,Listed,TAUR.WA,2024,EUR,Large,Yes
676,Lactalis Group,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Beverages,693419725.62,734274662.96,2249,Public,Listed,LACT.PA,2024,EUR,Medium,Yes
677,Končar Group,Croatia,Croatia,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,54972922866.3,80267081858.54,278139,Public,Listed,KONČ.EU,2024,EUR,Large,Yes
678,Voestalpine AG,Austria,Austria,Central Europe,Manufacturing,Metals & Mining,Non-Ferrous Metals,241353542.08,286902495.3,631,Public,Listed,VOES.VI,2024,EUR,Medium,Yes
679,Basic Fit International,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Food Retail,Discount Retail,1755392240.68,2859146171.14,13665,Public,Listed,BASI.AS,2024,EUR,Large,Yes
680,Icade SA,France,France,Western Europe,Construction/Industrials,Aerospace & Defense,Defense,2140210901.44,2841527005.58,7562,Public,Listed,ICAD.PA,2024,EUR,Large,Yes
681,JM AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,471088381.7,704408315.03,3124,Private,Unlisted,,2024,EUR,Medium,Yes
682,Moncler S.p.A.,Italy,Italy,Southern Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,70492912301.13,50162452540.4,627227,Public,Listed,MONC.MI,2024,EUR,Large,Yes
683,Nedap N.V.,Netherlands,Netherlands,Western Europe,Technology,Software,Enterprise Software,363081245.83,506864205.84,859,Private,Unlisted,,2024,EUR,Medium,Yes
684,IPL Plastics,Ireland,Ireland,Western Europe,Manufacturing,Chemicals,Commodity Chemicals,302097663.93,486895470.43,1170,Private,Unlisted,,2024,EUR,Medium,Yes
685,Systemair AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Construction,Civil Engineering,1896426576.57,2924261585.01,8460,Public,Listed,SYST.ST,2024,EUR,Large,Yes
686,Corbion N.V.,Netherlands,Netherlands,Western Europe,Manufacturing,Paper & Packaging,Paper Products,1894097637.85,2314252036.45,4904,Private,Unlisted,,2024,EUR,Large,Yes
687,Antolin Group,Spain,Spain,Southern Europe,Automotive/Transport,Shipping,Container Shipping,345579164.34,604270796.27,1183,Public,Listed,ANTO.MC,2024,EUR,Medium,Yes
688,ASM International,Netherlands,Netherlands,Western Europe,Technology,Semiconductors,Semiconductor Devices,3778313552.36,6041624094.15,9556,Public,Listed,ASMI.AS,2024,EUR,Large,Yes
689,Syensqo SA,Belgium,Belgium,Western Europe,Manufacturing,Chemicals,Commodity Chemicals,272558190.52,307764636.22,624,Public,Listed,SYEN.BR,2024,EUR,Medium,Yes
690,Auchan,France,France,Western Europe,Consumer Goods/Retail,Food Retail,Discount Retail,40489647711.11,40920880598.31,254936,Public,Listed,AUCH.PA,2024,EUR,Large,Yes
691,SUSS MicroTec,Germany,Germany,Central Europe,Technology,Internet,Digital Media,3024850314.58,4810276117.63,7811,Public,Listed,SUSS.DE,2024,EUR,Large,Yes
692,Ellaktor,Greece,Greece,Southern Europe,Construction/Industrials,Construction,General Contracting,118963694.43,126502239.62,423,Private,Unlisted,,2024,EUR,Small,No
693,Industrivärden AB,Sweden,Sweden,Northern Europe,Financial Services,Insurance,Life Insurance,5792309217.94,81617986781.32,15128,Private,Unlisted,,2024,EUR,Large,Yes
694,Krones AG,Germany,Germany,Central Europe,Construction/Industrials,Building Products,Building Materials,6838089633.41,14573390219.58,25615,Public,Unlisted,,2024,EUR,Large,Yes
695,Elringklinger AG,Germany,Germany,Central Europe,Automotive/Transport,Airport Operator,Airport Operator,365228759.89,615021552.13,1576,Private,Unlisted,,2024,EUR,Medium,Yes
696,Hellenic Petroleum,Greece,Greece,Southern Europe,Energy/Utilities,Renewable Energy,Wind,3679172178.29,9524319943.52,4200,Public,Listed,HELL.AT,2024,EUR,Large,Yes
697,Billerud AB,Sweden,Sweden,Northern Europe,Manufacturing,Chemicals,Commodity Chemicals,5396022495.29,6294432730.3,15186,Public,Listed,BILL.ST,2024,EUR,Large,Yes
698,Olainfarm,Latvia,Latvia,Northern Europe,Healthcare/Pharma,Medical Devices,Medical Devices,92253361876.05,226393047711.53,497362,Public,Listed,OLAI.EU,2024,EUR,Large,Yes
699,Geox S.p.A.,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,504033647.75,448871998.74,3521,Private,Unlisted,,2024,EUR,Medium,Yes
700,WDP (Warehouses De Pauw),Belgium,Belgium,Western Europe,Construction/Industrials,Real Estate,Commercial Real Estate,11938845550.59,18493324418.73,53355,Public,Listed,WDPW.BR,2024,EUR,Large,Yes
701,Fresenius Medical Care AG,Germany,Germany,Central Europe,Healthcare/Pharma,Biotechnology,Biotech,686995275.94,831577401.05,1648,Public,Listed,FRES.DE,2024,EUR,Medium,Yes
702,CMA CGM,France,France,Western Europe,Automotive/Transport,Airport Operator,Airport Operator,333853670.03,775580536.6,859,Public,Listed,CMAC.PA,2024,EUR,Medium,Yes
703,Peab AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Construction,Civil Engineering,81272120026.19,86896143214.83,308518,Private,Unlisted,,2024,EUR,Large,Yes
704,Eir (eircom),Ireland,Ireland,Western Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,459390127.4,917150601.32,1196,Public,Listed,EIRE.IR,2024,EUR,Medium,Yes
705,Amica S.A.,Poland,Poland,Central Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,332614236.18,572153647.0,2556,Private,Unlisted,,2024,EUR,Medium,Yes
706,BAM Group,Netherlands,Netherlands,Western Europe,Construction/Industrials,Professional Services,Facility Services,71913496.65,155375943.07,344,Private,Unlisted,,2024,EUR,Small,No
707,Elica SpA,Italy,Italy,Southern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,388635933.4,719851290.08,1805,Private,Unlisted,,2024,EUR,Medium,Yes
708,Tesmec SpA,Italy,Italy,Southern Europe,Construction/Industrials,Real Estate,Residential Real Estate,692691086.73,847616253.26,2402,Public,Listed,TESM.MI,2024,EUR,Medium,Yes
709,Ferrero S.p.A.,Italy,Italy,Southern Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,2039095189.51,2048940770.36,6287,Public,Listed,FERR.MI,2024,EUR,Large,Yes
710,Arkema SA,France,France,Western Europe,Manufacturing,Paper & Packaging,Packaging,66425473867.41,128820474272.59,316914,Private,Unlisted,,2024,EUR,Large,Yes
711,Maire Tecnimont,Italy,Italy,Southern Europe,Construction/Industrials,Construction,Civil Engineering,340994506.62,677651821.08,1893,Public,Listed,MAIR.MI,2024,EUR,Medium,Yes
712,Guerbet SA,France,France,Western Europe,Healthcare/Pharma,Medical Devices,Medical Devices,19550142.98,22985725.79,48,Public,Listed,GUER.PA,2024,EUR,Small,No
713,Hermès Parfums,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,42653007166.87,37502466847.03,217105,Public,Listed,HERM.PA,2024,EUR,Large,Yes
714,Jungheinrich AG,Germany,Germany,Central Europe,Construction/Industrials,Real Estate,Commercial Real Estate,4642142373.93,5724493356.05,27852,Public,Listed,JUNG.DE,2024,EUR,Large,Yes
715,PGE Polska Grupa Energetyczna,Poland,Poland,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,852438338.21,2568334846.82,787,Public,Listed,PGEP.WA,2024,EUR,Medium,Yes
716,NN Group,Netherlands,Netherlands,Western Europe,Financial Services,Asset Management,Asset Management,16067242528.71,226327645729.7,62826,Public,Listed,NNGR.AS,2024,EUR,Large,Yes
717,Armani Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,722633799.32,661384079.24,3409,Public,Listed,ARMA.MI,2024,EUR,Medium,Yes
718,MF Fashion (Corneliani),Italy,Italy,Southern Europe,Consumer Goods/Retail,Food & Beverage,Beverages,30521801200.82,51263404667.36,177792,Public,Listed,MFFA.MI,2024,EUR,Large,Yes
719,Intesa Sanpaolo,Italy,Italy,Southern Europe,Financial Services,Banking,Investment Banking,8448155176.49,69766530645.55,12720,Public,Listed,INTE.MI,2024,EUR,Large,Yes
720,Trumpf GmbH,Germany,Germany,Central Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,455791162.57,616582520.24,2599,Public,Listed,TRUM.DE,2024,EUR,Medium,Yes
721,UBM Development,Austria,Austria,Central Europe,Construction/Industrials,Professional Services,Facility Services,1501633076.74,2957588032.69,9329,Public,Listed,UBMD.VI,2024,EUR,Large,Yes
722,Recticel NV,Belgium,Belgium,Western Europe,Manufacturing,Industrial Gases,Industrial Gases,389237927.48,526984066.07,1095,Private,Unlisted,,2024,EUR,Medium,Yes
723,OTP Bank,Hungary,Hungary,Central Europe,Financial Services,Capital Markets,Exchange / Clearing,165499547.42,2645568051.57,456,Public,Listed,OTPB.BU,2024,EUR,Medium,Yes
724,Bravida Holding,Sweden,Sweden,Northern Europe,Construction/Industrials,Professional Services,Facility Services,6362417278.31,9408851468.54,40517,Public,Listed,BRAV.ST,2024,EUR,Large,Yes
725,Lotos Group,Poland,Poland,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,481054795.63,1131067961.66,951,Public,Listed,LOTO.WA,2024,EUR,Medium,Yes
726,Datagroup SE,Germany,Germany,Central Europe,Technology,Internet,Digital Media,10900386102.37,20970268478.53,26782,Private,Unlisted,,2024,EUR,Large,Yes
727,Tchibo,Germany,Germany,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,200180835.64,240831024.09,1263,Public,Listed,TCHI.DE,2024,EUR,Medium,Yes
728,Nuclearelectrica,Romania,Romania,Eastern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,581871230.82,2222524705.7,790,Private,Unlisted,,2024,EUR,Medium,Yes
729,Caixa Geral de Depósitos,Portugal,Portugal,Southern Europe,Financial Services,Insurance,Reinsurance,3751955110.08,34435723287.1,12293,Public,Listed,CAIX.LS,2024,EUR,Large,Yes
730,Ciech S.A.,Poland,Poland,Central Europe,Manufacturing,Chemicals,Specialty Chemicals,9922017717.54,20768913304.02,37163,Public,Listed,CIEC.WA,2024,EUR,Large,Yes
731,Grupa Azoty,Poland,Poland,Central Europe,Manufacturing,Metals & Mining,Steel,85025367.98,169459957.9,235,Private,Unlisted,,2024,EUR,Small,No
732,BGL BNP Paribas,Luxembourg,Luxembourg,Western Europe,Financial Services,Diversified Financials,Holding Company,25536467855.91,480082396823.43,47754,Private,Unlisted,,2024,EUR,Large,Yes
733,Ramsay Santé,France,France,Western Europe,Healthcare/Pharma,Medical Devices,Medical Devices,75558848162.37,147505998433.73,362150,Private,Unlisted,,2024,EUR,Large,Yes
734,Iren S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,6882346568.87,29454851914.98,10442,Public,Listed,IREN.MI,2024,EUR,Large,Yes
735,Irizar S. Coop.,Spain,Spain,Southern Europe,Automotive/Transport,Logistics,Road Freight,73790881028.42,141837928304.44,241877,Public,Listed,IRIZ.MC,2024,EUR,Large,Yes
736,REN (Redes Energéticas Nacionais),Portugal,Portugal,Southern Europe,Energy/Utilities,Refining & Marketing,Downstream,65705805581.5,132492223773.77,119754,Public,Listed,RENR.LS,2024,EUR,Large,Yes
737,Grupa Kęty,Poland,Poland,Central Europe,Manufacturing,Metals & Mining,Non-Ferrous Metals,41473044.26,67549686.46,128,Private,Unlisted,,2024,EUR,Small,No
738,Anheuser-Busch InBev,Belgium,Belgium,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,8793663266.62,12722355886.41,67529,Public,Listed,ANHE.BR,2024,EUR,Large,Yes
739,Ceconomy AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,57026675991.98,50294497444.37,512708,Private,Unlisted,,2024,EUR,Large,Yes
740,LVMH,France,France,Western Europe,Consumer Goods/Retail,Food Retail,Discount Retail,32655271.67,41359087.64,110,Public,Listed,LVMH.PA,2024,EUR,Small,No
741,Bureau Veritas,France,France,Western Europe,Construction/Industrials,Construction,Civil Engineering,466264988.21,512318402.42,2449,Private,Unlisted,,2024,EUR,Medium,Yes
742,Red Eléctrica Corporación,Spain,Spain,Southern Europe,Energy/Utilities,Renewable Energy,Wind,2176330302.48,7009454003.7,1095,Public,Listed,REDE.MC,2024,EUR,Large,Yes
743,Metrovacesa,Spain,Spain,Southern Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,15126333.06,23511229.72,56,Private,Unlisted,,2024,EUR,Small,No
744,Benetton Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Discount Retail,79161862067.46,126931596727.12,326878,Public,Listed,BENE.MI,2024,EUR,Large,Yes
745,Sartorius AG,Germany,Germany,Central Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,80935721689.31,180428843492.72,189304,Private,Unlisted,,2024,EUR,Large,Yes
746,MOL Group,Hungary,Hungary,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,341000783.99,725433440.39,574,Private,Unlisted,,2024,EUR,Medium,Yes
747,Cementos Portland Valderrivas,Spain,Spain,Southern Europe,Construction/Industrials,Construction,General Contracting,152541271.75,287590954.0,1008,Private,Unlisted,,2024,EUR,Medium,Yes
748,Aena S.M.E.,Spain,Spain,Southern Europe,Automotive/Transport,Logistics,Road Freight,219473813.03,268968936.57,712,Public,Listed,AENA.MC,2024,EUR,Medium,Yes
749,Dr. Oetker,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Beverages,25793535770.18,20955691424.14,124957,Public,Listed,DROE.DE,2024,EUR,Large,Yes
750,YIT Oyj,Finland,Finland,Northern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,605132863.1,958549293.19,2881,Private,Unlisted,,2024,EUR,Medium,Yes
751,PZU S.A.,Poland,Poland,Central Europe,Financial Services,Asset Management,Asset Management,8910977681.69,168026335755.66,14410,Public,Unlisted,,2024,EUR,Large,Yes
752,Korian Group,France,France,Western Europe,Healthcare/Pharma,Healthcare Services,Hospital Operator,11492285542.06,19577304482.91,33065,Public,Listed,KORI.PA,2024,EUR,Large,Yes
753,Stora Enso Oyj,Finland,Finland,Northern Europe,Manufacturing,Chemicals,Specialty Chemicals,6288437176.68,10504698589.18,28507,Public,Unlisted,,2024,EUR,Large,Yes
754,Petrolina Holdings,Cyprus,Cyprus,Southern Europe,Energy/Utilities,Gas Utilities,Gas Distribution,183428955.22,534023872.09,195,Public,Listed,PETR.EU,2024,EUR,Medium,Yes
755,GFT Technologies,Germany,Germany,Central Europe,Technology,Semiconductors,Semiconductor Devices,799586944.58,1378370563.3,1922,Private,Unlisted,,2024,EUR,Medium,Yes
756,Ercros S.A.,Spain,Spain,Southern Europe,Manufacturing,Metals & Mining,Steel,636762327.77,869404885.04,3140,Private,Unlisted,,2024,EUR,Medium,Yes
757,Festo,Germany,Germany,Central Europe,Construction/Industrials,Aerospace & Defense,Defense,317849900.74,429977434.99,2168,Private,Unlisted,,2024,EUR,Medium,Yes
758,Schneider Electric SE,France,France,Western Europe,Construction/Industrials,Aerospace & Defense,Defense,2300528767.91,2629613180.21,13212,Public,Listed,SCHN.PA,2024,EUR,Large,Yes
759,Clarins Group,France,France,Western Europe,Consumer Goods/Retail,Household Products,Household Goods,192084489.14,145823457.82,1158,Private,Unlisted,,2024,EUR,Medium,Yes
